-DOCSTART- -X- -X- O

last	JJ	I-NP	O
group	NN	I-NP	O
.	.	O	O

TEE	NN	B-NP	O
with	IN	B-PP	O
sedation	NN	B-NP	O
presents	VBZ	B-VP	O
a	DT	B-NP	O
low	JJ	I-NP	O
rate	NN	I-NP	O
of	IN	B-PP	O
events	NNS	B-NP	O
.	.	O	O

There	EX	B-NP	O
were	VBD	B-VP	O
no	DT	B-NP	O
severe	JJ	I-NP	O
events	NNS	I-NP	O
and	CC	O	O
there	EX	B-NP	O
was	VBD	B-VP	O
no	DT	B-NP	O
need	NN	I-NP	O
to	TO	B-VP	O
interrupt	VB	I-VP	O
the	DT	B-NP	O
examinations	NNS	I-NP	O
.	.	O	O

Effects	NNS	B-NP	O
of	IN	B-PP	O
calcium	NN	B-NP	O
channel	NN	I-NP	O
blockers	NNS	I-NP	O
on	IN	B-PP	O
bupivacaine	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
toxicity	NN	I-NP	B
.	.	O	O

The	DT	B-NP	O
purpose	NN	I-NP	O
of	IN	B-PP	O
this	DT	B-NP	O
study	NN	I-NP	O
was	VBD	B-VP	O
to	TO	B-VP	O
investigate	VB	I-VP	O
the	DT	B-NP	O
influence	NN	I-NP	O
of	IN	B-PP	O
calcium	NN	B-NP	O
channel	NN	I-NP	O
blockers	NNS	I-NP	O
on	IN	B-PP	O
bupivacaine	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
acute	JJ	I-NP	O
toxicity	NN	I-NP	B
.	.	O	O

For	IN	B-PP	O
each	DT	B-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
num	CD	I-NP	O
tested	VBN	I-NP	O
calcium	NN	I-NP	O
channel	NN	I-NP	O
blockers	NNS	I-NP	O
(	(	O	O
diltiazem	NN	B-NP	O
,	,	O	O
verapamil	NN	B-NP	O
and	CC	O	O
bepridil	NN	B-NP	O
)	)	O	O
num	CD	B-NP	O
groups	NNS	I-NP	O
of	IN	B-PP	O
mice	NNS	B-NP	O
were	VBD	B-VP	O
treated	VBN	I-VP	O
by	IN	B-PP	O
num	CD	B-NP	O
different	JJ	I-NP	O
doses	NNS	I-NP	O
,	,	O	O
i.e.	FW	B-NP	O
num	CD	I-NP	O
and	CC	I-NP	O
num	CD	I-NP	O
mg	NN	I-NP	O
/	SYM	I-NP	O
kg	NN	I-NP	O
/	SYM	B-NP	O
i.p.	NN	I-NP	O
,	,	O	O
or	CC	O	O
an	DT	B-NP	O
equal	JJ	I-NP	O
volume	NN	I-NP	O
of	IN	B-PP	O
saline	NN	B-NP	O
for	IN	B-PP	O
the	DT	B-NP	O
control	NN	I-NP	O
group	NN	I-NP	O
;	:	O	O
num	CD	B-NP	O
minutes	NNS	I-NP	O
later	RB	B-ADVP	O
,	,	O	O
all	PDT	B-NP	O
the	DT	I-NP	O
animals	NNS	I-NP	O
were	VBD	B-VP	O
injected	VBN	I-VP	O
with	IN	B-PP	O
a	DT	B-NP	O
single	JJ	I-NP	O
num	CD	I-NP	O
mg	NN	I-NP	O
/	SYM	I-NP	O
kg	NN	I-NP	O
/	SYM	B-NP	O
i.p.	JJ	I-NP	O
dose	NN	I-NP	O
of	IN	B-PP	O
bupivacaine	NN	B-NP	O
.	.	O	O

The	DT	B-NP	O
convulsant	NN	I-NP	O
activity	NN	I-NP	O
,	,	O	O
the	DT	B-NP	O
time	NN	I-NP	O
of	IN	B-PP	O
latency	NN	B-NP	O
to	TO	B-PP	O
convulse	NN	B-NP	O
and	CC	O	O
the	DT	B-NP	O
mortality	NN	I-NP	O
rate	NN	I-NP	O
were	VBD	B-VP	O
assessed	VBN	I-VP	O
in	IN	B-PP	O
each	DT	B-NP	O
group	NN	I-NP	O
.	.	O	O

The	DT	B-NP	O
local	JJ	I-NP	O
anesthetic	NN	I-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
mortality	NN	I-NP	O
was	VBD	B-VP	O
significantly	RB	I-VP	O
increased	VBN	I-VP	O
by	IN	B-PP	O
the	DT	B-NP	O
num	CD	I-NP	O
different	JJ	I-NP	O
calcium	NN	I-NP	O
channel	NN	I-NP	O
blockers	NNS	I-NP	O
.	.	O	O

The	DT	B-NP	O
convulsant	JJ	I-NP	O
activity	NN	I-NP	O
of	IN	B-PP	O
bupivacaine	NN	B-NP	O
was	VBD	B-VP	O
not	RB	I-VP	O
significantly	RB	I-VP	O
modified	VBN	I-VP	O
but	CC	O	O
calcium	NN	B-NP	O
channel	NN	I-NP	O
blockers	NNS	I-NP	O
decreased	VBD	B-VP	O
the	DT	B-NP	O
time	NN	I-NP	O
of	IN	B-PP	O
latency	NN	B-NP	O
to	TO	B-VP	O
obtain	VB	I-VP	O
bupivacaine	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
convulsions	NNS	I-NP	B
;	:	O	O
this	DT	B-NP	O
effect	NN	I-NP	O
was	VBD	B-VP	O
less	RBR	B-ADJP	O
pronounced	JJ	I-ADJP	O
with	IN	B-PP	O
bepridil	NN	B-NP	O
.	.	O	O

Selegiline	NN	B-NP	O
-	HYPH	O	O
induced	VBN	B-NP	O
postural	JJ	I-NP	B
hypotension	NN	I-NP	I
in	IN	B-PP	O
Parkinson	NNP	B-NP	B
s	NNS	I-NP	I
disease	NN	I-NP	I
:	:	O	O
a	DT	B-NP	O
longitudinal	JJ	I-NP	O
study	NN	I-NP	O
on	IN	B-PP	O
the	DT	B-NP	O
effects	NNS	I-NP	O
of	IN	B-PP	O
drug	NN	B-NP	O
withdrawal	NN	I-NP	O
.	.	O	O

The	DT	B-NP	O
United	NNP	I-NP	O
Kingdom	NNP	I-NP	O
Parkinson	NNP	I-NP	B
s	VBZ	B-VP	I
Disease	NNP	B-NP	I
Research	NNP	I-NP	O
Group	NNP	I-NP	O
(	(	O	O
UKPDRG	NNP	O	O
)	)	O	O
trial	NN	B-NP	O
found	VBD	B-VP	O
an	DT	B-NP	O
increased	VBN	I-NP	O
mortality	NN	I-NP	O
in	IN	B-PP	O
patients	NNS	B-NP	O
with	IN	B-PP	O
Parkinson	NNP	B-NP	B
s	NN	I-NP	I
disease	NN	I-NP	I
(	(	O	O
PD	NN	B-NP	B
)	)	O	O
randomized	VBD	B-VP	O
to	TO	I-VP	O
receive	VB	I-VP	O
num	CD	B-NP	O
mg	NN	I-NP	O
selegiline	NN	I-NP	O
per	IN	B-PP	O
day	NN	B-NP	O
and	CC	O	O
L	NN	B-NP	O
-	HYPH	O	O
dopa	NN	B-NP	O
compared	VBN	B-PP	O
with	IN	B-PP	O
those	DT	B-NP	O
taking	VBG	I-NP	O
L	NN	I-NP	O
-	HYPH	B-NP	O
dopa	NN	I-NP	O
alone	RB	B-ADVP	O
.	.	O	O

Recently	RB	B-ADVP	O
,	,	O	O
we	PRP	B-NP	O
found	VBD	B-VP	O
that	IN	B-SBAR	O
therapy	NN	B-NP	O
with	IN	B-PP	O
selegiline	NN	B-NP	O
and	CC	I-NP	O
L	NN	I-NP	O
-	HYPH	B-NP	O
dopa	NN	I-NP	O
was	VBD	B-VP	O
associated	VBN	I-VP	O
with	IN	B-PP	O
selective	JJ	B-NP	O
systolic	JJ	I-NP	B
orthostatic	JJ	I-NP	I
hypotension	NN	I-NP	I
which	WDT	B-NP	O
was	VBD	B-VP	O
abolished	VBN	I-VP	O
by	IN	B-PP	O
withdrawal	NN	B-NP	O
of	IN	B-PP	O
selegiline	NN	B-NP	O
.	.	O	O

This	DT	B-NP	O
unwanted	JJ	I-NP	O
effect	NN	I-NP	O
on	IN	B-PP	O
postural	JJ	B-NP	O
blood	NN	I-NP	O
pressure	NN	I-NP	O
was	VBD	B-VP	O
not	RB	O	O
the	DT	B-NP	O
result	NN	I-NP	O
of	IN	B-PP	O
underlying	VBG	B-VP	O
autonomic	JJ	B-NP	O
failure	NN	I-NP	O
.	.	O	O

The	DT	B-NP	O
aims	NNS	I-NP	O
of	IN	B-PP	O
this	DT	B-NP	O
study	NN	I-NP	O
were	VBD	B-VP	O
to	TO	I-VP	O
confirm	VB	I-VP	O
our	PRP$	B-NP	O
previous	JJ	I-NP	O
findings	NNS	I-NP	O
in	IN	B-PP	O
a	DT	B-NP	O
separate	JJ	I-NP	O
cohort	NN	I-NP	O
of	IN	B-PP	O
patients	NNS	B-NP	O
and	CC	O	O
to	TO	B-VP	O
determine	VB	I-VP	O
the	DT	B-NP	O
time	NN	I-NP	O
course	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
cardiovascular	JJ	I-NP	O
consequences	NNS	I-NP	O
of	IN	B-PP	O
stopping	VBG	B-VP	O
selegiline	NN	B-NP	O
in	IN	B-PP	O
the	DT	B-NP	O
expectation	NN	I-NP	O
that	IN	B-SBAR	O
this	DT	B-NP	O
might	MD	B-VP	O
shed	VB	I-VP	O
light	NN	B-NP	O
on	IN	B-PP	O
the	DT	B-NP	O
mechanisms	NNS	I-NP	O
by	IN	B-PP	O
which	WDT	B-NP	O
the	DT	B-NP	O
drug	NN	I-NP	O
causes	VBZ	B-VP	O
orthostatic	JJ	B-NP	B
hypotension	NN	I-NP	I
.	.	O	O

The	DT	B-NP	O
cardiovascular	JJ	I-NP	O
responses	NNS	I-NP	O
to	TO	B-VP	O
standing	VB	I-VP	O
and	CC	I-VP	O
head	VB	I-VP	O
-	HYPH	O	O
up	RP	B-PRT	O
tilt	NN	B-NP	O
were	VBD	B-VP	O
studied	VBN	I-VP	O
repeatedly	RB	B-ADVP	O
in	IN	B-PP	O
PD	NN	B-NP	B
patients	NNS	I-NP	O
receiving	VBG	B-VP	O
selegiline	NN	B-NP	O
and	CC	B-PP	O
as	IN	B-PP	O
the	DT	B-NP	O
drug	NN	I-NP	O
was	VBD	B-VP	O
withdrawn	VBN	I-VP	O
.	.	O	O

Head	VB	B-VP	O
-	HYPH	O	O
up	RP	B-PRT	O
tilt	NN	B-NP	O
caused	VBD	B-VP	O
systolic	JJ	B-NP	B
orthostatic	JJ	I-NP	I
hypotension	NN	I-NP	I
which	WDT	B-NP	O
was	VBD	B-VP	O
marked	VBN	I-VP	O
in	IN	B-PP	O
num	CD	B-NP	O
of	IN	B-PP	O
num	CD	B-NP	O
PD	NN	I-NP	B
patients	NNS	I-NP	O
on	IN	B-PP	O
selegiline	NN	B-NP	O
,	,	O	O
num	CD	B-NP	O
of	IN	B-PP	O
whom	WP	B-NP	O
lost	VBD	B-VP	O
consciousness	NN	B-NP	O
with	IN	B-PP	O
unrecordable	JJ	B-NP	O
blood	NN	I-NP	O
pressures	NNS	I-NP	O
.	.	O	O

A	DT	B-NP	O
lesser	JJR	I-NP	O
degree	NN	I-NP	O
of	IN	B-PP	O
orthostatic	JJ	B-NP	B
hypotension	NN	I-NP	I
occurred	VBD	B-VP	O
with	IN	B-PP	O
standing	NN	B-NP	O
.	.	O	O

Orthostatic	JJ	B-NP	B
hypotension	NN	I-NP	I
was	VBD	B-VP	O
ameliorated	VBN	I-VP	O
num	CD	B-NP	O
days	NNS	I-NP	O
after	IN	B-PP	O
withdrawal	NN	B-NP	O
of	IN	B-PP	O
selegiline	NN	B-NP	O
and	CC	O	O
totally	RB	B-VP	O
abolished	VBD	I-VP	O
num	CD	B-NP	O
days	NNS	I-NP	O
after	IN	B-PP	O
discontinuation	NN	B-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
drug	NN	I-NP	O
.	.	O	O

Stopping	VBG	B-VP	O
selegiline	NN	B-NP	O
also	RB	B-ADVP	O
significantly	RB	B-VP	O
reduced	VBD	I-VP	B
the	DT	B-NP	I
supine	NN	I-NP	I
systolic	JJ	I-NP	I
and	CC	I-NP	I
diastolic	JJ	I-NP	I
blood	NN	I-NP	I
pressures	NNS	I-NP	I
consistent	JJ	B-ADJP	O
with	IN	B-PP	O
a	DT	B-NP	O
previously	RB	I-NP	O
undescribed	JJ	I-NP	O
supine	NN	I-NP	O
pressor	NN	I-NP	O
action	NN	I-NP	O
.	.	O	O

This	DT	B-NP	O
study	NN	I-NP	O
confirms	VBZ	B-VP	O
our	PRP$	B-NP	O
previous	JJ	I-NP	O
finding	NN	I-NP	O
that	IN	B-SBAR	O
selegiline	NN	B-NP	O
in	IN	B-PP	O
combination	NN	B-NP	O
with	IN	B-PP	O
L	NN	B-NP	O
-	HYPH	O	O
dopa	NN	B-NP	O
is	VBZ	B-VP	O
associated	VBN	I-VP	O
with	IN	B-PP	O
selective	JJ	B-NP	O
orthostatic	JJ	I-NP	B
hypotension	NN	I-NP	I
.	.	O	O

The	DT	B-NP	O
possibilities	NNS	I-NP	O
that	IN	B-SBAR	O
these	DT	B-NP	O
cardiovascular	JJ	I-NP	O
findings	NNS	I-NP	O
might	MD	B-VP	O
be	VB	I-VP	O
the	DT	B-NP	O
result	NN	I-NP	O
of	IN	B-PP	O
non	AFX	B-NP	O
-	HYPH	I-NP	O
selective	JJ	I-NP	O
inhibition	NN	I-NP	O
of	IN	B-PP	O
monoamine	NN	B-NP	O
oxidase	NN	I-NP	O
or	CC	B-PP	O
of	IN	B-PP	O
amphetamine	NN	B-NP	O
and	CC	I-NP	O
metamphetamine	NN	I-NP	O
are	VBP	B-VP	O
discussed	VBN	I-VP	O
.	.	O	O

Explicit	JJ	B-NP	O
episodic	JJ	I-NP	O
memory	NN	I-NP	O
for	IN	B-PP	O
sensory	NN	B-NP	O
-	HYPH	B-NP	O
discriminative	JJ	I-NP	O
components	NNS	I-NP	O
of	IN	B-PP	O
capsaicin	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
pain	NN	I-NP	B
:	:	O	O
immediate	JJ	B-NP	O
and	CC	I-NP	O
delayed	VBN	I-NP	O
ratings	NNS	I-NP	O
.	.	O	O

Pain	NN	B-NP	B
memory	NN	I-NP	O
is	VBZ	B-VP	O
thought	VBN	I-VP	O
to	TO	I-VP	O
affect	VB	I-VP	O
future	JJ	B-NP	O
pain	NN	I-NP	B
sensitivity	NN	I-NP	O
and	CC	O	O
thus	RB	B-ADVP	O
contribute	VBP	B-VP	O
to	TO	B-PP	O
clinical	JJ	B-NP	O
pain	NN	I-NP	B
conditions	NNS	I-NP	O
.	.	O	O

Systematic	JJ	B-NP	O
investigations	NNS	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
human	JJ	I-NP	O
capacity	NN	I-NP	O
to	TO	B-VP	O
remember	VB	I-VP	O
sensory	JJ	B-NP	O
features	NNS	I-NP	O
of	IN	B-PP	O
experimental	JJ	B-NP	O
pain	NN	I-NP	B
are	VBP	B-VP	O
sparse	JJ	B-ADJP	O
.	.	O	O

In	IN	B-SBAR	O
order	NN	O	O
to	TO	B-VP	O
address	VB	I-VP	O
long	JJ	B-NP	O
-	HYPH	I-NP	O
term	NN	I-NP	O
pain	NN	I-NP	B
memory	NN	I-NP	O
,	,	O	O
num	CD	B-NP	O
healthy	JJ	I-NP	O
male	JJ	I-NP	O
volunteers	NNS	I-NP	O
received	VBD	B-VP	O
intradermal	JJ	B-NP	O
injections	NNS	I-NP	O
of	IN	B-PP	O
num	CD	B-NP	O
doses	NNS	I-NP	O
of	IN	B-PP	O
capsaicin	NN	B-NP	O
(	(	O	O
num	CD	B-NP	O
,	,	I-NP	O
num	CD	I-NP	O
and	CC	I-NP	O
num	CD	I-NP	O
microg	NN	I-NP	O
,	,	O	O
separated	VBN	B-VP	O
by	IN	B-PP	O
num	CD	B-NP	O
min	NN	I-NP	O
breaks	NNS	I-NP	O
)	)	O	O
,	,	O	O
each	DT	B-NP	O
given	VBN	B-VP	O
num	CD	B-NP	O
times	NNS	I-NP	O
in	IN	B-PP	O
a	DT	B-NP	O
balanced	JJ	I-NP	O
design	NN	I-NP	O
across	IN	B-PP	O
num	CD	B-NP	O
sessions	NNS	I-NP	O
at	IN	B-PP	O
num	CD	B-NP	O
week	NN	I-NP	O
intervals	NNS	I-NP	O
.	.	O	O

Pain	NN	B-NP	B
rating	NN	I-NP	O
was	VBD	B-VP	O
performed	VBN	I-VP	O
using	VBG	B-VP	O
a	DT	B-NP	O
computerized	JJ	I-NP	O
visual	JJ	I-NP	O
analogue	NN	I-NP	O
scale	NN	I-NP	O
digitized	VBN	B-VP	O
at	IN	B-PP	O
num	CD	B-NP	O
/	SYM	I-NP	O
s	NN	I-NP	O
,	,	O	O
either	CC	O	O
immediately	RB	B-ADVP	O
online	NN	B-NP	O
or	CC	O	O
num	CD	B-NP	O
hour	NN	I-NP	O
or	CC	O	O
num	CD	B-NP	O
day	NN	I-NP	O
after	IN	B-PP	O
injection	NN	B-NP	O
.	.	O	O

Subjects	NNS	B-NP	O
also	RB	B-ADVP	O
recalled	VBD	B-VP	O
their	PRP$	B-NP	O
pains	NNS	I-NP	B
num	CD	B-NP	O
week	NN	I-NP	O
later	RB	B-ADVP	O
.	.	O	O

Capsaicin	NN	B-NP	O
injection	NN	I-NP	O
reliably	RB	B-ADVP	O
induced	VBD	B-VP	O
a	DT	B-NP	O
dose	NN	I-NP	O
-	HYPH	B-NP	O
dependent	JJ	I-NP	O
flare	NN	I-NP	O
without	IN	B-PP	O
any	DT	B-NP	O
difference	NN	I-NP	O
within	IN	B-PP	O
or	CC	I-PP	O
across	IN	I-PP	O
sessions	NNS	B-NP	O
.	.	O	O

The	DT	B-NP	O
strong	JJ	I-NP	O
burning	VBG	I-NP	O
pain	NN	I-NP	B
decayed	VBD	B-VP	O
exponentially	RB	B-ADVP	O
within	IN	B-PP	O
a	DT	B-NP	O
few	JJ	I-NP	O
minutes	NNS	I-NP	O
.	.	O	O

Subjects	NNS	B-NP	O
were	VBD	B-VP	O
able	JJ	B-ADJP	O
to	TO	B-VP	O
reliably	RB	I-VP	O
discriminate	VB	I-VP	O
pain	NN	B-NP	B
magnitude	NN	I-NP	O
and	CC	I-NP	O
duration	NN	I-NP	O
across	IN	B-PP	O
capsaicin	NN	B-NP	O
doses	NNS	I-NP	O
,	,	O	O
regardless	RB	B-ADVP	O
of	IN	B-PP	O
whether	IN	B-SBAR	O
first	JJ	B-NP	O
-	HYPH	I-NP	O
time	NN	I-NP	O
ratings	NNS	I-NP	O
were	VBD	B-VP	O
requested	VBN	I-VP	O
immediately	RB	B-ADVP	O
,	,	O	O
after	IN	B-SBAR	O
num	CD	B-NP	O
hour	NN	I-NP	O
or	CC	O	O
after	IN	B-PP	O
num	CD	B-NP	O
day	NN	I-NP	O
.	.	O	O

Pain	NNP	B-NP	B
recall	VBP	B-VP	O
after	IN	B-PP	O
num	CD	B-NP	O
week	NN	I-NP	O
was	VBD	B-VP	O
similarly	RB	B-ADJP	O
precise	JJ	I-ADJP	O
.	.	O	O

Correlation	NN	B-NP	O
with	IN	B-PP	O
rating	NN	B-NP	O
recall	NN	I-NP	O
after	IN	B-PP	O
num	CD	B-NP	O
week	NN	I-NP	O
was	VBD	B-VP	O
best	RBS	B-ADVP	O
when	WRB	B-ADVP	O
first	JJ	B-NP	O
-	HYPH	I-NP	O
time	NN	I-NP	O
ratings	NNS	I-NP	O
were	VBD	B-VP	O
requested	VBN	I-VP	O
as	IN	B-PP	O
late	RB	B-NP	O
as	IN	I-NP	O
num	CD	B-NP	O
day	NN	I-NP	O
after	IN	B-PP	O
injection	NN	B-NP	O
indicating	VBG	B-VP	O
that	IN	B-SBAR	O
both	CC	O	O
rating	NN	B-NP	O
retrievals	NNS	I-NP	O
utilized	VBD	B-VP	O
similar	JJ	B-NP	O
memory	NN	I-NP	O
traces	NNS	I-NP	O
.	.	O	O

These	DT	B-NP	O
results	NNS	I-NP	O
indicate	VBP	B-VP	O
a	DT	B-NP	O
reliable	JJ	I-NP	O
memory	NN	I-NP	O
for	IN	B-PP	O
magnitude	NN	B-NP	O
and	CC	I-NP	O
duration	NN	I-NP	O
of	IN	B-PP	O
experimentally	RB	B-NP	O
induced	VBN	I-NP	O
pain	NN	I-NP	B
.	.	O	O

The	DT	B-NP	O
data	NNS	I-NP	O
further	RB	B-ADVP	O
suggest	VBP	B-VP	O
that	IN	B-SBAR	O
the	DT	B-NP	O
consolidation	NN	I-NP	O
of	IN	B-PP	O
this	DT	B-NP	O
memory	NN	I-NP	O
is	VBZ	B-VP	O
an	DT	B-NP	O
important	JJ	I-NP	O
interim	JJ	I-NP	O
stage	NN	I-NP	O
,	,	O	O
and	CC	O	O
may	MD	B-VP	O
take	VB	I-VP	O
up	RB	B-NP	O
to	TO	I-NP	O
num	CD	I-NP	O
day	NN	I-NP	O
.	.	O	O

Reversibility	NN	B-NP	O
of	IN	B-PP	O
captopril	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
renal	JJ	I-NP	B
insufficiency	NN	I-NP	I
after	IN	B-PP	O
prolonged	JJ	B-NP	O
use	NN	I-NP	O
in	IN	B-PP	O
an	DT	B-NP	O
unusual	JJ	I-NP	O
case	NN	I-NP	O
of	IN	B-PP	O
renovascular	JJ	B-NP	B
hypertension	NN	I-NP	I
.	.	O	O

We	PRP	B-NP	O
report	VBP	B-VP	O
a	DT	B-NP	O
case	NN	I-NP	O
of	IN	B-PP	O
severe	JJ	B-NP	O
hypertension	NN	I-NP	B
with	IN	B-PP	O
an	DT	B-NP	O
occluded	VBN	I-NP	O
renal	JJ	I-NP	O
artery	NN	I-NP	O
to	TO	B-PP	O
a	DT	B-NP	O
solitary	JJ	I-NP	O
kidney	NN	I-NP	O
,	,	O	O
who	WP	B-NP	O
developed	VBD	B-VP	O
sudden	JJ	B-NP	B
deterioration	NN	I-NP	I
of	IN	B-PP	I
renal	JJ	B-NP	I
function	NN	I-NP	I
following	VBG	B-PP	O
treatment	NN	B-NP	O
with	IN	B-PP	O
captopril	NN	B-NP	O
.	.	O	O

His	PRP$	B-NP	O
renal	JJ	I-NP	O
function	NN	I-NP	O
remained	VBD	B-VP	O
impaired	JJ	B-ADJP	O
but	CC	I-ADJP	O
stable	JJ	I-ADJP	O
during	IN	B-PP	O
num	CD	B-NP	O
years	NNS	I-NP	O
s	VBZ	B-VP	O
treatment	NN	B-NP	O
with	IN	B-PP	O
captopril	NN	B-NP	O
but	CC	O	O
returned	VBD	B-VP	O
to	TO	B-PP	O
pre	AFX	B-NP	O
-	HYPH	I-NP	O
treatment	NN	I-NP	O
levels	NNS	I-NP	O
soon	RB	B-ADVP	O
after	IN	B-PP	O
cessation	NN	B-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
drug	NN	I-NP	O
.	.	O	O

This	DT	B-NP	O
indicates	VBZ	B-VP	O
reversibility	NN	B-NP	O
in	IN	B-PP	O
captopril	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
renal	JJ	I-NP	B
failure	NN	I-NP	I
even	RB	B-ADVP	O
after	IN	B-PP	O
its	PRP$	B-NP	O
prolonged	JJ	I-NP	O
use	NN	I-NP	O
and	CC	O	O
suggests	VBZ	B-VP	O
that	IN	B-SBAR	O
no	DT	B-NP	O
organic	JJ	I-NP	O
damage	NN	I-NP	O
occurs	VBZ	B-VP	O
to	TO	B-PP	O
glomerular	JJ	B-NP	O
arterioles	NNS	I-NP	O
following	VBG	B-PP	O
chronic	JJ	B-NP	O
ACE	NN	I-NP	O
inhibition	NN	I-NP	O
.	.	O	O

Liver	NN	B-NP	B
disease	NN	I-NP	I
caused	VBN	B-VP	O
by	IN	B-PP	O
propylthiouracil	NN	B-NP	O
.	.	O	O

This	DT	B-NP	O
report	NN	I-NP	O
presents	VBZ	B-VP	O
the	DT	B-NP	O
clinical	JJ	I-NP	O
,	,	I-NP	O
laboratory	NN	I-NP	O
,	,	O	O
and	CC	O	O
light	NN	B-NP	O
and	CC	I-NP	O
electron	NN	I-NP	O
microscopic	JJ	I-NP	O
observations	NNS	I-NP	O
on	IN	B-PP	O
a	DT	B-NP	O
patient	NN	I-NP	O
with	IN	B-PP	O
chronic	JJ	B-NP	B
active	JJ	I-NP	I
(	(	O	I
aggressive	JJ	B-ADJP	I
)	)	O	I
hepatitis	NN	B-NP	I
caused	VBN	B-VP	O
by	IN	B-PP	O
the	DT	B-NP	O
administration	NN	I-NP	O
of	IN	B-PP	O
propylthiouracil	NN	B-NP	O
.	.	O	O

This	DT	B-NP	O
is	VBZ	B-VP	O
an	DT	B-NP	O
addition	NN	I-NP	O
to	TO	B-PP	O
the	DT	B-NP	O
list	NN	I-NP	O
of	IN	B-PP	O
drugs	NNS	B-NP	O
that	WDT	B-NP	O
must	MD	B-VP	O
be	VB	I-VP	O
considered	VBN	I-VP	O
in	IN	B-PP	O
the	DT	B-NP	O
evaluation	NN	I-NP	O
of	IN	B-PP	O
chronic	JJ	B-NP	O
liver	NN	I-NP	B
disease	NN	I-NP	I
.	.	O	O

Capsaicin	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
muscle	NN	I-NP	B
pain	NN	I-NP	I
alters	VBZ	B-VP	O
the	DT	B-NP	O
excitability	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
human	JJ	I-NP	O
jaw	NN	I-NP	O
-	HYPH	I-NP	O
stretch	NN	I-NP	O
reflex	NN	I-NP	O
.	.	O	O

The	DT	B-NP	O
pathophysiology	NN	I-NP	O
of	IN	B-PP	O
painful	JJ	B-NP	O
temporomandibular	JJ	I-NP	B
disorders	NNS	I-NP	I
is	VBZ	B-VP	O
not	RB	I-VP	O
fully	RB	I-VP	O
understood	VBN	I-VP	O
,	,	O	O
but	CC	O	O
evidence	NN	B-NP	O
suggests	VBZ	B-VP	O
that	IN	B-SBAR	O
muscle	NN	B-NP	B
pain	NN	I-NP	I
modulates	VBZ	B-VP	O
motor	NN	B-NP	O
function	NN	I-NP	O
in	IN	B-PP	O
characteristic	JJ	B-NP	O
ways	NNS	I-NP	O
.	.	O	O

This	DT	B-NP	O
study	NN	I-NP	O
tested	VBD	B-VP	O
the	DT	B-NP	O
hypothesis	NN	I-NP	O
that	IN	B-SBAR	O
activation	NN	B-NP	O
of	IN	B-PP	O
nociceptive	JJ	B-NP	B
muscle	NN	I-NP	I
afferent	JJ	I-NP	O
fibers	NNS	I-NP	O
would	MD	B-VP	O
be	VB	I-VP	O
linked	VBN	I-VP	O
to	TO	B-PP	O
an	DT	B-NP	O
increased	VBN	I-NP	O
excitability	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
human	JJ	I-NP	O
jaw	NN	I-NP	O
-	HYPH	I-NP	O
stretch	NN	I-NP	O
reflex	NN	I-NP	O
and	CC	O	O
whether	IN	B-SBAR	O
this	DT	B-NP	O
process	NN	I-NP	O
would	MD	B-VP	O
be	VB	I-VP	O
sensitive	JJ	B-ADJP	O
to	TO	B-PP	O
length	NN	B-NP	O
and	CC	I-NP	O
velocity	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
stretch	NN	I-NP	O
.	.	O	O

Capsaicin	NN	B-NP	O
(	(	O	O
num	CD	B-NP	O
micro	NN	I-NP	O
g	NN	I-NP	O
)	)	O	O
was	VBD	B-VP	O
injected	VBN	I-VP	O
into	IN	B-PP	O
the	DT	B-NP	O
masseter	NN	I-NP	O
muscle	NN	I-NP	O
to	TO	B-VP	O
induce	VB	I-VP	O
pain	NN	B-NP	B
in	IN	B-PP	O
num	CD	B-NP	O
healthy	JJ	I-NP	O
volunteers	NNS	I-NP	O
.	.	O	O

Short	JJ	B-NP	O
-	HYPH	I-NP	O
latency	NN	I-NP	O
reflex	NN	I-NP	O
responses	NNS	I-NP	O
were	VBD	B-VP	O
evoked	VBN	I-VP	O
in	IN	B-PP	O
the	DT	B-NP	O
masseter	NN	I-NP	O
and	CC	I-NP	O
temporalis	NN	I-NP	O
muscles	NNS	I-NP	O
by	IN	B-PP	O
a	DT	B-NP	O
stretch	NN	I-NP	O
